6820 FLAT W/HELICOPTER (LIGHT BLUE),6820,FLAT W/HELICOPTER (LIGHT BLUE)
6821 FLAT W/CRATES,6821,FLAT W/CRATES
6822 SEARCHLIGHT CAR (BLACK HSING),6822,SEARCHLIGHT CAR (BLACK HSING)
6823 FLAT W/IRBM MISSLES,6823,FLAT W/IRBM MISSLES
6824 USMC WORK CABOOSE,6824,USMC WORK CABOOSE
6825 FLATCAR W/BRIDGE,6825,FLATCAR W/BRIDGE
6826 FLAT W/CHRISTMAS TREES,6826,FLAT W/CHRISTMAS TREES
6827-100 HARNISCHFEGER POWER SHOVEL,6827-100,HARNISCHFEGER POWER SHOVEL
6827 FLAT W/HARNISCHFEGER SHOVEL,6827,FLAT W/HARNISCHFEGER SHOVEL
6828 FLAT W/CRANE,6828,FLAT W/CRANE
6830 FLAT W/ NAVY SUBMARINE,6830,FLAT W/ NAVY SUBMARINE
6844 FLAT W/MISSLES,6844,FLAT W/MISSLES
62604 SHEMPP TOY TRAIN TREASURY,62604,SHEMPP TOY TRAIN TREASURY
TCA CONVENTION CAR 1975,TCA,CONVENTION CAR 1975
502 STEAM SWITCHER WORK TRAIN SET,502,STEAM SWITCHER WORK TRAIN SET
X507-NA HALLOWEEN UNCATALOGED SET,X507-NA,HALLOWEEN UNCATALOGED SET
507 2055 FREIGHT SET,507,2055 FREIGHT SET
X-526NA STEAM FREIGHT SET,X-526NA,STEAM FREIGHT SET
X-568NA SF SET (1-902 SET),X-568NA,SF SET (1-902 SET)
X589 WHIRLPOOL FREIGHT SET,X589,WHIRLPOOL FREIGHT SET
X648 STEAM FREIGHT SET (UNCATALOGED,X648,STEAM FREIGHT SET (UNCATALOGED
671R ELECTRONIC SET W/CONTROLLER,671R,ELECTRONIC SET W/CONTROLLER
X685 STEAM FREIGHT SET,X685,STEAM FREIGHT SET
700 SEARS LV DIESEL FREIGHT SET,700,SEARS LV DIESEL FREIGHT SET
725 UP FREIGHT SET,725,UP FREIGHT SET
809A GULF MOBILE & OHIO PASS SET,809A,GULF MOBILE & OHIO PASS SET
811 CONGRESSIONAL SET (NDS CLEANED),811,CONGRESSIONAL SET (NDS CLEANED)
815 WABASH FREIGHT SET,815,WABASH FREIGHT SET
X-821 STEAM FREIGHT SET,X-821,STEAM FREIGHT SET
X924-0680A J C PENNEY SET W/FIGURES,X924-0680A,J C PENNEY SET W/FIGURES
1105 'THE TEXAS SPECIAL' SET,1105,'THE TEXAS SPECIAL' SET
1107 TEXAS SPECIAL SET,1107,TEXAS SPECIAL SET
1109 STEAM FREIGHT SET,1109,STEAM FREIGHT SET
X1110 LIONEL LINES FRIEGHT SET,X1110,LIONEL LINES FRIEGHT SET
1112 SCOUT SET,1112,SCOUT SET
"1115 SCOUT SET (NO TRACK, TRANSF)",1115,"SCOUT SET (NO TRACK, TRANSF)"
1119 SCOUT FREIGHT SET,1119,SCOUT FREIGHT SET
11232 NH DIESEL FREIGHT SET,11232,NH DIESEL FREIGHT SET
1123 STEAM FREIGHT SET,1123,STEAM FREIGHT SET
11252 TEXAS SPECIAL FREIGHT SET,11252,TEXAS SPECIAL FREIGHT SET
11268 C & O SPACE SET,11268,C & O SPACE SET
11278 STEAM FREIGHT SET,11278,STEAM FREIGHT SET
1400 STEAM PASSENGER SET,1400,STEAM PASSENGER SET
1403W STEAM FREIGHT SET,1403W,STEAM FREIGHT SET
1407B STEAM FREIGHT SET,1407B,STEAM FREIGHT SET
1423W LIONEL THREE-CAR FREIGHT SET,1423W,LIONEL THREE-CAR FREIGHT SET
1425 B 1656 FREIGHT SET,1425,B 1656 FREIGHT SET
1425B STEAM FREIGHT SET,1425B,STEAM FREIGHT SET
1430WS STEAM PASSENGER SET,1430WS,STEAM PASSENGER SET
1434WS STEAM PASSENGER SET,1434WS,STEAM PASSENGER SET
1447WS STEAM FREIGHT SET,1447WS,STEAM FREIGHT SET
1457B SANTA FE FREIGHT SET,1457B,SANTA FE FREIGHT SET
1461S STEAM FREIGHT SET,1461S,STEAM FREIGHT SET
1463W STEAM FREIGHT SET,1463W,STEAM FREIGHT SET
1463WS STEAM FREIGHT SET,1463WS,STEAM FREIGHT SET
1464W DIESEL PASSENGER SET,1464W,DIESEL PASSENGER SET
1469WS STEAM FREIGHT SET,1469WS,STEAM FREIGHT SET
1475WS STEAM FREIGHT SET,1475WS,STEAM FREIGHT SET
1479WS STEAM FREIGHT SET,1479WS,STEAM FREIGHT SET
1483WS HUDSON FREIGHT SET,1483WS,HUDSON FREIGHT SET
1485WS 2025 STEAM FREIGHT SET,1485WS,2025 STEAM FREIGHT SET
1500 STEAM FREIGHT SCOUT SET,1500,STEAM FREIGHT SCOUT SET
1503WS STEAM FREIGHT SET,1503WS,STEAM FREIGHT SET
1505WS HUDSON FREIGHT SET,1505WS,HUDSON FREIGHT SET
1509WS 2046 STEAM FREIGHT SET,1509WS,2046 STEAM FREIGHT SET
"1513S STEAM FREIGHT SET (NO TRANS,T",1513S,"STEAM FREIGHT SET (NO TRANS,T"
1515WS STEAM FREIGHT SET,1515WS,STEAM FREIGHT SET
1516WS SKYLARK PASSENGER SET,1516WS,SKYLARK PASSENGER SET
1517W TEXAS SPECIAL DIESEL FRT SET,1517W,TEXAS SPECIAL DIESEL FRT SET
1520W TEXAS SPECIAL PASSENGER SET,1520W,TEXAS SPECIAL PASSENGER SET
1521W STEAM FREIGHT SET,1521W,STEAM FREIGHT SET
1523 SEABOARD DIESEL FREIGHT SET,1523,SEABOARD DIESEL FREIGHT SET
1525 DIESEL FREIGHT SET,1525,DIESEL FREIGHT SET
1527 STEAM FREIGHT SET,1527,STEAM FREIGHT SET
1533WS STEAM FREIGHT SET,1533WS,STEAM FREIGHT SET
1537WS (2065) STEAM FREIGHT SET,1537WS,(2065) STEAM FREIGHT SET
1538WS 2065 PASSENGER SET,1538WS,2065 PASSENGER SET
1539W SF DIESEL FREIGHT SET,1539W,SF DIESEL FREIGHT SET
1542 ELECTRIC FREIGHT SET,1542,ELECTRIC FREIGHT SET
1543 DIESEL FREIGHT SET,1543,DIESEL FREIGHT SET
1547S FREIGHT HAULER SET,1547S,FREIGHT HAULER SET
"1551W JC SET (NO TRACK,1063 TRANSF",1551W,"JC SET (NO TRACK,1063 TRANSF"
1555WS STEAM FREIGHT SET (1954),1555WS,STEAM FREIGHT SET (1954)
1557W DIESEL FREIGHT SET,1557W,DIESEL FREIGHT SET
1561WS STEAM FREIGHT SET,1561WS,STEAM FREIGHT SET
1563W WABASH POST WAR FREIGHT SET,1563W,WABASH POST WAR FREIGHT SET
1567W SF DIESEL FREIGHT SET,1567W,SF DIESEL FREIGHT SET
1569 DIESEL FREIGHT SET,1569,DIESEL FREIGHT SET
1571 LV SWITCH FREIGHT SET.,1571,LV SWITCH FREIGHT SET.
1573 STEAM FREIGHT SET,1573,STEAM FREIGHT SET
1579S STEAM FREIGHT SET,1579S,STEAM FREIGHT SET
1583WS STEAM FREIGHT SET,1583WS,STEAM FREIGHT SET
1585W DIESEL FREIGHT SET,1585W,DIESEL FREIGHT SET
1587S GIRL'S TRAIN SET,1587S,GIRL'S TRAIN SET
1590 STEAM FREIGHT SET,1590,STEAM FREIGHT SET
1591 USMC FREIGHT SET,1591,USMC FREIGHT SET
1593 UP FREIGHT SET,1593,UP FREIGHT SET
1599 TEXAS SPECIAL FREIGHT SET,1599,TEXAS SPECIAL FREIGHT SET
1605W DIESEL FREIGHT SET,1605W,DIESEL FREIGHT SET
1608W NH MERCHANTS LIMITED PASS SET,1608W,NH MERCHANTS LIMITED PASS SET
1609 STEAM FREIGHT SET,1609,STEAM FREIGHT SET
1611 ALASKA FREIGHT SET,1611,ALASKA FREIGHT SET
1612 GENERAL PASSENGER SET,1612,GENERAL PASSENGER SET
"1613S SET NO XMAS TREE, HELE, TRANS",1613S,"SET NO XMAS TREE, HELE, TRANS"
1617S STEAM FREIGHT SET,1617S,STEAM FREIGHT SET
1619W DIESEL FREIGHT SET,1619W,DIESEL FREIGHT SET
1623W NP FREIGHT SET,1623W,NP FREIGHT SET
1627S STEAM FREIGHT SET.,1627S,STEAM FREIGHT SET.
1629 C&O FREIGHT SET,1629,C&O FREIGHT SET
1637W SF DIESEL FREIGHT SET,1637W,SF DIESEL FREIGHT SET
1641 STEAM FREIGHT SET,1641,STEAM FREIGHT SET
1642 STEAM FREIGHT SET,1642,STEAM FREIGHT SET
1644 GENERAL SET,1644,GENERAL SET
1645 DIESEL FREIGHT SET,1645,DIESEL FREIGHT SET
1647 POST WAR MILITARY FRT SET,1647,POST WAR MILITARY FRT SET
1648 EMPTY SET BOX,1648,EMPTY SET BOX
1649 SANTA FE SET (NO TRACK),1649,SANTA FE SET (NO TRACK)
"1862LT,1877,1866,1865 OLD TIME SET","1862LT,1877,1866,1865",OLD TIME SET
1805 LAND-SEA & AIR GIFT PACK,1805,LAND-SEA & AIR GIFT PACK
1810 SPACE AGE GIFT PACK,1810,SPACE AGE GIFT PACK
2100 (224) PASSENGER SET,2100,(224) PASSENGER SET
2105WS STEAM FREIGHT SET,2105WS,STEAM FREIGHT SET
2141WS STEAM FREIGHT SET,2141WS,STEAM FREIGHT SET
2144W GG-1 PASSENGER SET (NO TRACK),2144W,GG-1 PASSENGER SET (NO TRACK)
2147 675 STEAM FREIGHT SET,2147,675 STEAM FREIGHT SET
2148WS 773 PASSENGER SET,2148WS,773 PASSENGER SET
2149(B) DIESEL FREIGHT SET (NO TRAC,2149(B),DIESEL FREIGHT SET (NO TRAC
2161W SANTA FE FREIGHT SET,2161W,SANTA FE FREIGHT SET
2167 STEAM FREIGHT SET,2167,STEAM FREIGHT SET
2167WS (681) STEAM FREIGHT SET,2167WS,(681) STEAM FREIGHT SET
2169WS 773 FREIGHT SET,2169WS,773 FREIGHT SET
2175 SF FREIGHT SET,2175,SF FREIGHT SET
2183WS STEAM FREIGHT SET,2183WS,STEAM FREIGHT SET
2187WS 671 FREIGHT SET,2187WS,671 FREIGHT SET
2190W SF PASSENGER SET,2190W,SF PASSENGER SET
2191W SF DIESEL FRIEGHT SET,2191W,SF DIESEL FRIEGHT SET
2201WS STEAM FREIGHT SET W/SET BOX,2201WS,STEAM FREIGHT SET W/SET BOX
2203WS STEAM FREIGHT SET,2203WS,STEAM FREIGHT SET
2207W SANTA FE FREIGHT SET,2207W,SANTA FE FREIGHT SET
2211WS STEAM FREIGHT SET,2211WS,STEAM FREIGHT SET
2213WS 736 FREIGHT SET,2213WS,736 FREIGHT SET
2217WS 682 STEAM FRIEGHT SET,2217WS,682 STEAM FRIEGHT SET
2219W DIESEL FREIGHT SET,2219W,DIESEL FREIGHT SET
2221WS 646 FREIGHT SET,2221WS,646 FREIGHT SET
2225WS STEAM FREIGH SET,2225WS,STEAM FREIGH SET
2227W SANTA FE FREIGHT SET,2227W,SANTA FE FREIGHT SET
2234W SANTA FE DIESEL PASS SET,2234W,SANTA FE DIESEL PASS SET
2235W MILWAUKEE FREIGHT SET,2235W,MILWAUKEE FREIGHT SET
2239W IC FREIGHT SET,2239W,IC FREIGHT SET
2247W DIESEL FREIGHT SET,2247W,DIESEL FREIGHT SET
2249WS STEAM FREIGHT SET,2249WS,STEAM FREIGHT SET
2253W GG-1 FREIGHT SET,2253W,GG-1 FREIGHT SET
2254W PA CONGRESSIONAL SET,2254W,PA CONGRESSIONAL SET
2274W PA GG-1 PASSENGER SET,2274W,PA GG-1 PASSENGER SET
2257WS STEAM FREIGHT SET,2257WS,STEAM FREIGHT SET
2261WS STEAM FREIGHT SET,2261WS,STEAM FREIGHT SET
2265WS (736) STEAM FREIGHT SET,2265WS,(736) STEAM FREIGHT SET
2269W B & O FREIGHT SET (1956),2269W,B & O FREIGHT SET (1956)
2279W DIESEL FRT SET (CALL FOR DTLS,2279W,DIESEL FRT SET (CALL FOR DTLS
2281 W SANTA FE FREIGHT SET,2281,W SANTA FE FREIGHT SET
2285W DIESEL FREIGHT SET W/OSB,2285W,DIESEL FREIGHT SET W/OSB
2287W MILWAUKEE FREIGHT SET,2287W,MILWAUKEE FREIGHT SET
2289WS STEAM FRIEGHT SET,2289WS,STEAM FRIEGHT SET
2291W RIO GRANDE DIESEL FREIGHT SET,2291W,RIO GRANDE DIESEL FREIGHT SET
2295WS 746 FREIGHT SET,2295WS,746 FREIGHT SET
2296W CP DIESEL/PASSENGER SET,2296W,CP DIESEL/PASSENGER SET
2296W/828 CP PASSENGER SET,2296W/828,CP PASSENGER SET
2503WS STEAM FREIGHT SET,2503WS,STEAM FREIGHT SET
2507W NEW HAVEN FREIGHT SET,2507W,NEW HAVEN FREIGHT SET
2517W RIO GRANDE FREIGHT SET (NO TR,2517W,RIO GRANDE FREIGHT SET (NO TR
2523W SANTA FE FREIGHT SET,2523W,SANTA FE FREIGHT SET
2527 MISSILE LAUNCHING TRAIN SET.,2527,MISSILE LAUNCHING TRAIN SET.
2528 GENERAL PASSENGER SET,2528,GENERAL PASSENGER SET
2528WS GENERAL SET,2528WS,GENERAL SET
2544W SUPER CHIEF PASSENGER SET,2544W,SUPER CHIEF PASSENGER SET
2545WS N&W 746 FREIGHT SET,2545WS,N&W 746 FREIGHT SET
12547WS STEAM FREIGHT SET,12547WS,STEAM FREIGHT SET
2549W MIGHTY MILITARY DIESEL SET,2549W,MIGHTY MILITARY DIESEL SET
2553WS BERKSHIRE FREIGHT SET,2553WS,BERKSHIRE FREIGHT SET
2570 HUSKY DIESEL FREIGHT SET,2570,HUSKY DIESEL FREIGHT SET
2573 LIONEL STEAM FREIGHT SET (MINT,2573,LIONEL STEAM FREIGHT SET (MINT
3103 1946 FREIGHT SET,3103,1946 FREIGHT SET
5940 SCOUT SET,5940,SCOUT SET
9643 UNCATALOGUED DIESEL FREIGHT ST,9643,UNCATALOGUED DIESEL FREIGHT ST
9666 GENERAL SET,9666,GENERAL SET
9692 BOXED FREIGHT SET,9692,BOXED FREIGHT SET
9820 1964 SEARS MILITARY SET,9820,1964 SEARS MILITARY SET
3-9820 SEARS MILITARY SET (1964),3-9820,SEARS MILITARY SET (1964)
11001 STEAM FREIGHT SET.,11001,STEAM FREIGHT SET.
11288 DIESEL FREIGHT SET,11288,DIESEL FREIGHT SET
11321 RIO GRANDE FREIGHT SET,11321,RIO GRANDE FREIGHT SET
11341 SPACE PROBER DIESEL SET,11341,SPACE PROBER DIESEL SET
11385 SPACE AGE SET,11385,SPACE AGE SET
11420 STEAM FREIGHT SET,11420,STEAM FREIGHT SET
11430 STEAM FRIEGHT SET,11430,STEAM FRIEGHT SET
11440 RIO GRANDE DIESEL FREIGHT SET,11440,RIO GRANDE DIESEL FREIGHT SET
11450 STEAM FREIGHT SET,11450,STEAM FREIGHT SET
11470 STEAM FREIGHT SET,11470,STEAM FREIGHT SET
11490 SANTA FE PASSENGER SET,11490,SANTA FE PASSENGER SET
11500 STEAM FREIGHT SET,11500,STEAM FREIGHT SET
11520 STEAM FREIGHT SET,11520,STEAM FREIGHT SET
11530 SANTA FE SET,11530,SANTA FE SET
11540 6 UNIT STEAM FREIGHT SET,11540,6 UNIT STEAM FREIGHT SET
11550 STEAM FREIGHT SET,11550,STEAM FREIGHT SET
11560 TEXAS SPECIAL SET (1 SKIRT CR,11560,TEXAS SPECIAL SET (1 SKIRT CR
11570 UNCATALOGUED FREIGHT SET,11570,UNCATALOGUED FREIGHT SET
11730 UP DIESEL FREIGHT SET,11730,UP DIESEL FREIGHT SET
12502 GENERAL SET,12502,GENERAL SET
12780 PRESIDENTIAL SET,12780,PRESIDENTIAL SET
12800 B&M DIESEL FREIGHT SET,12800,B&M DIESEL FREIGHT SET
"12820 FM FRT SET NO ENG, TRAC,TRANS",12820,"FM FRT SET NO ENG, TRAC,TRANS"
12840 (665) FREIGHT SET,12840,(665) FREIGHT SET
13028 B&M GP-9 SET (ENGINE NEW),13028,B&M GP-9 SET (ENGINE NEW)
13048 BERKSHIRE FREIGHT SET,13048,BERKSHIRE FREIGHT SET
13098 STEAM FREIGHT SET,13098,STEAM FREIGHT SET
19142-100 STEAM FREIGHT SET,19142-100,STEAM FREIGHT SET
19216 UP FREIGHT SET (UNCATALOGED),19216,UP FREIGHT SET (UNCATALOGED)
19263 THE LIBBY SET,19263,THE LIBBY SET
19302 NH UNCATALOGUED SET (NO TRACK,19302,NH UNCATALOGUED SET (NO TRACK
19341 RIO GRANDE DIESEL FREIGHT SET,19341,RIO GRANDE DIESEL FREIGHT SET
19349 FIRESTONE UNCATELOGED SET,19349,FIRESTONE UNCATELOGED SET
19385 STEAM FREIGHT SET (1963-64),19385,STEAM FREIGHT SET (1963-64)
19430 STEAM FREIGHT SET,19430,STEAM FREIGHT SET
19436 STEAM FREIGHT SET,19436,STEAM FREIGHT SET
19438-502 UNCATALOGUED SET,19438-502,UNCATALOGUED SET
19439 STEAM FREIGHT SET,19439,STEAM FREIGHT SET
19440 DIESEL FREIGHT SET,19440,DIESEL FREIGHT SET
19500 STEAM FREIGHT SET,19500,STEAM FREIGHT SET
19501 STEAM FREIGHT SET,19501,STEAM FREIGHT SET
19583 FRT ENGINEERS TRAIN OUTFIT,19583,FRT ENGINEERS TRAIN OUTFIT
19701 STEAM FREIGHT SET (UNCAT),19701,STEAM FREIGHT SET (UNCAT)
19910 STEAM FREIGHT SET,19910,STEAM FREIGHT SET
X-501NA POMOTIONAL SET,X-501NA,POMOTIONAL SET
X573NA CHANNEL MASTER SET NO 9745,X573NA,CHANNEL MASTER SET NO 9745
